Matricula;Periodo de Ingresso;Forma de Ingresso;Curriculo;Estado Civil;Sexo;Idade Aproximada no Ingresso;Cor;Cota;Status;Tipo de Evasao;Periodo de Evasao
112110039;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;24;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2014.1
121210590;2021.2;SISU;2023;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-
113112112;2013.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;20;Parda;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2015.1
116110898;2016.1;SISU;1999;Solteiro;FEMININO;28;Preta;L2;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2016.2
115210757;2015.2;SISU;1999;Solteiro;MASCULINO;21;Parda;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2017.2
122210987;2022.2;SISU;2023;Solteiro;MASCULINO;18;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2024.2
122110617;2022.1;SISU;2023;Solteiro;FEMININO;21;Preta;L2;ATIVO;REGULAR;-
121210161;2021.2;SISU;2023;Solteiro;FEMININO;19;Branca;-;ATIVO;REGULAR;-
111210441;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;21;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2015.2
114211302;2014.2;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2020.1
114110451;2014.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;24;Branca;-;INATIVO;GRADUADO;2017.2
111210943;2011.2;VESTIBULAR  ENEM;1999;Solteiro;FEMININO;20;Branca;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2013.2
118210737;2018.2;SISU;2017;Solteiro;MASCULINO;28;Preta;L2;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2023.2
117210715;2017.2;SISU;2017;Solteiro;MASCULINO;25;Parda;L2;INATIVO;GRADUADO;2020.2
113210160;2013.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;20;N? declarada;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2015.1
113210090;2013.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;22;Amarela;-;INATIVO;GRADUADO;2017.1
120210779;2020.2;SISU;2017;Solteiro;MASCULINO;28;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2022.2
115210543;2015.2;SISU;2017;Solteiro;FEMININO;23;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2024.2
116211043;2016.2;SISU;2017;Solteiro;FEMININO;23;Branca;L1;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2020.1
115211353;2015.2;SISU;1999;Solteiro;MASCULINO;23;Parda;L2;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2017.1
112110001;2012.1;TRANSFERENCIA;1999;Solteiro;MASCULINO;20;Branca;-;INATIVO;GRADUADO;2019.1
115211402;2015.2;REOPCAO;2017;Solteiro;MASCULINO;20;Preta;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2020.1
118111079;2018.1;SISU;2017;Solteiro;MASCULINO;21;Preta;L2;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2019.1
114110493;2014.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2015.2
120210126;2020.2;SISU;2017;Solteiro;MASCULINO;19;Preta;-;ATIVO;REGULAR;-
115111320;2015.1;SISU;1999;Solteiro;MASCULINO;22;Preta;L2;INATIVO;CANCELAMENTO POR ABANDONO;2015.2
114110478;2014.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;L5;INATIVO;GRADUADO;2018.2
112210122;2012.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2017.2
120111082;2020.1;SISU;2023;Solteiro;MASCULINO;24;Parda;L6;ATIVO;REGULAR;-
111150279;2011.1;CONVENIO PEC-G;1999;Solteiro;MASCULINO;25;N? declarada;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2013.1
112210078;2012.2;VESTIBULAR  ENEM;2017;Solteiro;MASCULINO;21;Branca;-;INATIVO;GRADUADO;2020.1
113210120;2013.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELADO NOVO INGRESSO OUTRO CURSO;2014.1
121110557;2021.1;SISU;2017;Solteiro;MASCULINO;20;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2022.2
111210391;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;17;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2015.2
119110595;2019.1;SISU;2017;Solteiro;MASCULINO;20;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2023.1
116211149;2016.2;SISU;2017;Solteiro;MASCULINO;21;Parda;L5;INATIVO;GRADUADO;2020.2
119110332;2019.1;SISU;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2022.1
122110244;2022.1;SISU;2023;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-
117110917;2017.1;SISU;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2022.2
113210150;2013.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.1
116211477;2016.2;TRANSFERENCIA;2017;Solteiro;MASCULINO;20;Parda;-;INATIVO;GRADUADO;2020.1
117210917;2017.2;SISU;1999;Solteiro;MASCULINO;20;Parda;L2;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2017.2
122210480;2022.2;SISU;2017;Solteiro;FEMININO;26;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2023.1
113110064;2013.1;VESTIBULAR  ENEM;1999;Solteiro;FEMININO;19;Branca;-;INATIVO;GRADUADO;2018.1
120210131;2020.2;SISU;2017;Solteiro;MASCULINO;22;Branca;-;ATIVO;REGULAR;-
119110405;2019.1;SISU;2017;Solteiro;MASCULINO;29;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2023.1
111210432;2011.2;VESTIBULAR  ENEM;1999;Casado;MASCULINO;36;Parda;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2012.1
116211708;2016.2;SISU;1999;-;MASCULINO;41;N? declarada;L1;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2017.1
112210131;2012.2;VESTIBULAR  ENEM;1999;Casado;MASCULINO;36;Parda;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2013.1
119110631;2019.1;SISU;2017;Casado;MASCULINO;43;Parda;L14;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2019.2
115210030;2015.2;SISU;2017;Solteiro;MASCULINO;17;Parda;-;INATIVO;GRADUADO;2020.2
118111402;2018.1;SISU;2017;Casado;MASCULINO;44;Branca;L13;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2018.2
123210061;2023.2;SISU;2023;Solteiro;MASCULINO;22;Parda;-;ATIVO;REGULAR;-
112210660;2012.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;20;Parda;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.2
115211318;2015.2;SISU;1999;Casado;MASCULINO;38;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2016.1
123110479;2023.1;SISU;2023;Solteiro;MASCULINO;20;Branca;L5;ATIVO;REGULAR;-
122110373;2022.1;SISU;2023;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-
111210400;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2016.2
122210145;2022.2;SISU;2023;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
114111364;2014.1;VESTIBULAR  ENEM;1999;Casado;MASCULINO;36;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2015.1
119210960;2019.2;GRADUADO;2017;Solteiro;MASCULINO;27;Amarela;-;INATIVO;GRADUADO;2023.2
111110939;2011.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;20;Branca;-;INATIVO;GRADUADO;2015.1
115111900;2015.1;REOPCAO;2017;Solteiro;MASCULINO;23;Preta;-;INATIVO;GRADUADO;2021.1
113210810;2013.2;JUDICIAL;1999;Solteiro;MASCULINO;17;Branca;-;INATIVO;GRADUADO;2020.2
113210145;2013.2;VESTIBULAR  ENEM;2017;Solteiro;MASCULINO;19;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2019.2
120110368;2020.1;SISU;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
115210292;2015.2;SISU;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2015.2
111150283;2011.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2017.1
116110179;2016.1;SISU;1999;Solteiro;MASCULINO;35;Branca;L5;INATIVO;CANCELAMENTO POR ABANDONO;2016.2
118210644;2018.2;SISU;2017;Solteiro;FEMININO;20;Branca;L5;INATIVO;GRADUADO;2023.1
114210417;2014.2;SISU;2017;Solteiro;MASCULINO;17;Branca;-;INATIVO;GRADUADO;2019.1
122110407;2022.1;SISU;2023;Solteiro;MASCULINO;20;Branca;-;INATIVO;CANCELAMENTO DE MATRICULA;2023.2
114111357;2014.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2019.1
114110431;2014.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Parda;-;INATIVO;CANCELADO NOVO INGRESSO OUTRO CURSO;2016.1
115111528;2015.1;SISU;1999;Solteiro;FEMININO;24;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2015.2
120110994;2020.1;SISU;2017;Solteiro;MASCULINO;38;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2021.1
117210386;2017.2;SISU;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2019.2
120110770;2020.1;SISU;2017;Solteiro;MASCULINO;21;Branca;L5;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2020.1
123210882;2023.2;SISU;2023;Solteiro;FEMININO;24;Branca;-;ATIVO;REGULAR;-
114111352;2014.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2016.2
117211061;2017.2;SISU;2017;Solteiro;FEMININO;36;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2020.1
116110713;2016.1;SISU;1999;Solteiro;MASCULINO;25;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2016.2
111210870;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;20;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.1
111210068;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2012.1
115111885;2015.1;GRADUADO;1999;Casado;FEMININO;33;Parda;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2015.2
111210405;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;22;Parda;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2013.1
116111421;2016.1;SISU;1999;Solteiro;MASCULINO;34;Parda;L2;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2016.2
112210108;2012.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;20;Parda;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2015.1
114110489;2014.1;VESTIBULAR  ENEM;1999;Casado;MASCULINO;35;Parda;L6;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2014.2
112190148;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;30;Parda;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2014.2
115211201;2015.2;SISU;1999;Solteiro;MASCULINO;23;Parda;L5;INATIVO;CANCELAMENTO POR ABANDONO;2018.1
112110944;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2013.2
116110425;2016.1;SISU;2017;Solteiro;MASCULINO;30;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2019.1
112110923;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;29;Parda;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2014.2
113210122;2013.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;20;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.1
113210882;2013.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2014.1
111210415;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2012.2
111110061;2011.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;28;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2011.2
113210757;2013.2;VESTIBULAR  ENEM;1999;Casado;MASCULINO;29;Branca;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2013.2
119110403;2019.1;SISU;2017;Solteiro;MASCULINO;20;Branca;-;INATIVO;GRADUADO;2022.2
116110274;2016.1;SISU;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2020.1
122110033;2022.1;SISU;2017;Divorciado;MASCULINO;29;Parda;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2023.2
111210089;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;28;N? declarada;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2011.2
116210036;2016.2;SISU;1999;Solteiro;FEMININO;32;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2017.1
113210428;2013.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;23;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2018.1
121210008;2021.2;SISU;2023;Solteiro;FEMININO;20;Parda;-;ATIVO;REGULAR;-
118210879;2018.2;SISU;2017;Solteiro;MASCULINO;24;Branca;L5;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2023.2
112110106;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2013.1
111110894;2011.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;27;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2012.2
114210806;2014.2;SISU;1999;Solteiro;MASCULINO;17;Branca;-;INATIVO;GRADUADO;2019.2
113110045;2013.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2017.2
114110480;2014.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;20;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2017.1
111210079;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Parda;-;INATIVO;GRADUADO;2016.2
111210413;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;20;Parda;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2015.2
119210654;2019.2;SISU;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
119110316;2019.1;SISU;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2021.2
117210304;2017.2;SISU;2017;Solteiro;MASCULINO;20;Branca;-;INATIVO;GRADUADO;2022.2
113210631;2013.2;VESTIBULAR  ENEM;1999;Solteiro;FEMININO;20;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2016.1
119210934;2019.2;TRANSFERENCIA;2017;Solteiro;FEMININO;19;Branca;-;ATIVO;REGULAR;-
118210122;2018.2;SISU;2017;Solteiro;MASCULINO;17;Parda;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2021.2
111210406;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;23;Branca;-;INATIVO;CANCELADO NOVO INGRESSO OUTRO CURSO;2014.1
116110084;2016.1;SISU;2017;Solteiro;MASCULINO;22;Preta;-;ATIVO;REGULAR;-
112110094;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;20;Branca;-;INATIVO;GRADUADO;2017.2
111210050;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Preta;-;INATIVO;GRADUADO;2018.1
111210794;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2013.1
118210688;2018.2;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2020.2
112110928;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2013.1
113210148;2013.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;20;Parda;L1;INATIVO;GRADUADO;2017.2
121110034;2021.1;SISU;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-
115111424;2015.1;SISU;2017;Solteiro;MASCULINO;18;Parda;L6;INATIVO;GRADUADO;2019.2
113210750;2013.2;VESTIBULAR  ENEM;1999;Casado;MASCULINO;29;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2015.1
111210666;2011.2;VESTIBULAR  ENEM;1999;Solteiro;FEMININO;28;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2012.2
111210423;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2013.1
119110321;2019.1;SISU;2017;Solteiro;MASCULINO;19;Parda;-;INATIVO;GRADUADO;2023.2
112150734;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;20;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2013.1
120110790;2020.1;REOPCAO;2023;Solteiro;MASCULINO;19;Parda;-;ATIVO;REGULAR;-
117211346;2017.2;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2023.1
114110450;2014.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Amarela;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2016.1
115210419;2015.2;SISU;1999;-;MASCULINO;27;N? declarada;-;INATIVO;CANCELAMENTO POR ABANDONO;2016.1
120110629;2020.1;SISU;2017;Solteiro;MASCULINO;22;Parda;L14;INATIVO;CANCELAMENTO POR ABANDONO;2020.2
118210938;2018.2;TRANSFERENCIA;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2022.1
116210741;2016.2;SISU;2017;Solteiro;FEMININO;20;Branca;-;INATIVO;GRADUADO;2023.2
116210499;2016.2;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2022.2
113112446;2013.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2015.2
111110133;2011.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2016.1
111210049;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Parda;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2012.2
118210542;2018.2;SISU;2017;Casado;MASCULINO;34;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2019.2
117210692;2017.2;SISU;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2022.2
111110071;2011.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO DE MATRICULA;2018.2
121210587;2021.2;SISU;2017;Solteiro;MASCULINO;21;Branca;-;ATIVO;REGULAR;-
119110777;2019.1;SISU;2017;Solteiro;MASCULINO;18;Branca;L5;ATIVO;REGULAR;-
112110084;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;21;Branca;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2018.1
123110383;2023.1;SISU;2023;Solteiro;MASCULINO;22;Parda;L14;ATIVO;REGULAR;-
111110096;2011.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;28;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2014.2
112210112;2012.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;GRADUADO;2018.2
118210056;2018.2;SISU;2017;Solteiro;MASCULINO;20;Parda;-;INATIVO;GRADUADO;2022.2
112190043;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Preta;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2013.2
117210339;2017.2;SISU;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;GRADUADO;2022.1
112110044;2012.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2017.1
111150551;2011.1;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Parda;-;INATIVO;GRADUADO;2016.2
111210885;2011.2;VESTIBULAR  ENEM;1999;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2012.2
118210383;2018.2;SISU;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2020.2
120110045;2020.1;SISU;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;GRADUADO;2024.2
